,query,id,text,author_id,conversation_id,entities,geo,lang,referenced_tweets
1062,energia infraestrutura,1523183128210255873,Cara nao tem sentido uma cidade de 600k habitantes ter uma infraestrutura tão merda a ponto de chover 10 minutos e ter pico de energia,2389711608,1523183128210255873,,,pt,
1063,energia infraestrutura,1523072685516804097,"#iNFRANaTransição | Mauricio Bähr, CEO da Engie Brasil: ""Brasil continuará sendo o país mais relevante na área de renováveis"". Leia a entrevista em: https://t.co/P2qiZp1xh6 📸: @ENGIEBrasil

#AgênciaiNFRA #iNFRATransporte #Transporte #iNFRAEnergia #Energia #Infraestrutura #Brasil https://t.co/XqdLzhYYB5",815615313307959296,1523072685516804097,"{'mentions': [{'start': 176, 'end': 188, 'username': 'ENGIEBrasil', 'id': '887715743269359616'}], 'urls': [{'start': 149, 'end': 172, 'url': 'https://t.co/P2qiZp1xh6', 'expanded_url': 'http://www.agenciainfra.com/blog/mauricio-bahr-ceo-da-engie-brasil-brasil-continuara-sendo-o-pais-mais-relevante-na-area-de-renovaveis/', 'display_url': 'agenciainfra.com/blog/mauricio-…'}, {'start': 280, 'end': 303, 'url': 'https://t.co/XqdLzhYYB5', 'expanded_url': 'https://twitter.com/agencia_infra/status/1523072685516804097/photo/1', 'display_url': 'pic.twitter.com/XqdLzhYYB5', 'media_key': '3_1521618135832477697'}], 'annotations': [{'start': 20, 'end': 32, 'probability': 0.9897, 'type': 'Person', 'normalized_text': 'Mauricio Bähr'}, {'start': 42, 'end': 53, 'probability': 0.7525, 'type': 'Organization', 'normalized_text': 'Engie Brasil'}, {'start': 57, 'end': 62, 'probability': 0.9671, 'type': 'Place', 'normalized_text': 'Brasil'}], 'hashtags': [{'start': 0, 'end': 17, 'tag': 'iNFRANaTransição'}, {'start': 190, 'end': 203, 'tag': 'AgênciaiNFRA'}, {'start': 204, 'end': 220, 'tag': 'iNFRATransporte'}, {'start': 221, 'end': 232, 'tag': 'Transporte'}, {'start': 233, 'end': 246, 'tag': 'iNFRAEnergia'}, {'start': 247, 'end': 255, 'tag': 'Energia'}, {'start': 256, 'end': 271, 'tag': 'Infraestrutura'}, {'start': 272, 'end': 279, 'tag': 'Brasil'}]}",,pt,
1064,energia infraestrutura,1523066801353019392,"@EduMSJr @zueironation @jairbolsonaro Primeiro obstáculo é o preço ridículo
Segundo autonomia bosta 
Terceiro tempo de recarga 
A infraestrutura de energia nem o primeiro obstáculo a superar kkkkkk",973069759561519104,1522520663906529282,"{'mentions': [{'start': 0, 'end': 8, 'username': 'EduMSJr', 'id': '1517560893248348160'}, {'start': 9, 'end': 22, 'username': 'zueironation', 'id': '156670852'}, {'start': 23, 'end': 37, 'username': 'jairbolsonaro', 'id': '128372940'}]}",,pt,[<ReferencedTweet id=1522774044889780224 type=replied_to]
1065,energia infraestrutura,1523066522951983107,@EduMSJr @zueironation @jairbolsonaro Qual a parte de infraestrutura tu não entendeu? Ou tu acha que do nada vai dobrar a infraestrutura pra servir o carregamento dos carros. Governo não incentiva nem alterar a produção atual que o Brasil já necessita de produção de energia que é uma bagunça vai mudar assim do nada?!,973069759561519104,1522520663906529282,"{'mentions': [{'start': 0, 'end': 8, 'username': 'EduMSJr', 'id': '1517560893248348160'}, {'start': 9, 'end': 22, 'username': 'zueironation', 'id': '156670852'}, {'start': 23, 'end': 37, 'username': 'jairbolsonaro', 'id': '128372940'}], 'annotations': [{'start': 232, 'end': 237, 'probability': 0.9805, 'type': 'Place', 'normalized_text': 'Brasil'}]}",,pt,[<ReferencedTweet id=1522773582279028736 type=replied_to]
1066,energia infraestrutura,1523024115606695936,"#iNFRATransporte | Consulta pública sobre planos setoriais do PNL será lançada em julho. Saiba mais em: https://t.co/BqC2GQwLyh 📸: Domínio público

#AgênciaiNFRA #iNFRATransporte #Transporte #iNFRAEnergia #Energia #Infraestrutura #Brasil https://t.co/blWdXqfeI2",815615313307959296,1523024115606695936,"{'urls': [{'start': 104, 'end': 127, 'url': 'https://t.co/BqC2GQwLyh', 'expanded_url': 'http://www.agenciainfra.com/blog/consulta-publica-sobre-planos-setoriais-do-pnl-sera-lancada-em-julho/', 'display_url': 'agenciainfra.com/blog/consulta-…'}, {'start': 238, 'end': 261, 'url': 'https://t.co/blWdXqfeI2', 'expanded_url': 'https://twitter.com/agencia_infra/status/1523024115606695936/photo/1', 'display_url': 'pic.twitter.com/blWdXqfeI2', 'media_key': '3_1521569543121952770'}], 'annotations': [{'start': 62, 'end': 64, 'probability': 0.8954, 'type': 'Organization', 'normalized_text': 'PNL'}], 'hashtags': [{'start': 0, 'end': 16, 'tag': 'iNFRATransporte'}, {'start': 148, 'end': 161, 'tag': 'AgênciaiNFRA'}, {'start': 162, 'end': 178, 'tag': 'iNFRATransporte'}, {'start': 179, 'end': 190, 'tag': 'Transporte'}, {'start': 191, 'end': 204, 'tag': 'iNFRAEnergia'}, {'start': 205, 'end': 213, 'tag': 'Energia'}, {'start': 214, 'end': 229, 'tag': 'Infraestrutura'}, {'start': 230, 'end': 237, 'tag': 'Brasil'}]}",,pt,
1067,energia infraestrutura,1523014805933760513,"#iNFRADebate | ""Liberdade logística, urgente!"" com Luis Claudio Montenegro. Saiba mais em: https://t.co/VUwdi1NGnT 📸: Reprodução/Mídias Sociais

#AgênciaiNFRA #iNFRATransporte #Transporte #iNFRAEnergia #Energia #Infraestrutura #Brasil https://t.co/W1iP5GN7ce",815615313307959296,1523014805933760513,"{'urls': [{'start': 91, 'end': 114, 'url': 'https://t.co/VUwdi1NGnT', 'expanded_url': 'http://www.agenciainfra.com/blog/infradebate-liberdade-logistica-urgente/', 'display_url': 'agenciainfra.com/blog/infradeba…'}, {'start': 235, 'end': 258, 'url': 'https://t.co/W1iP5GN7ce', 'expanded_url': 'https://twitter.com/agencia_infra/status/1523014805933760513/photo/1', 'display_url': 'pic.twitter.com/W1iP5GN7ce', 'media_key': '3_1522268104558059520'}], 'annotations': [{'start': 51, 'end': 73, 'probability': 0.9685, 'type': 'Person', 'normalized_text': 'Luis Claudio Montenegro'}], 'hashtags': [{'start': 0, 'end': 12, 'tag': 'iNFRADebate'}, {'start': 145, 'end': 158, 'tag': 'AgênciaiNFRA'}, {'start': 159, 'end': 175, 'tag': 'iNFRATransporte'}, {'start': 176, 'end': 187, 'tag': 'Transporte'}, {'start': 188, 'end': 201, 'tag': 'iNFRAEnergia'}, {'start': 202, 'end': 210, 'tag': 'Energia'}, {'start': 211, 'end': 226, 'tag': 'Infraestrutura'}, {'start': 227, 'end': 234, 'tag': 'Brasil'}]}",,pt,
1068,energia infraestrutura,1522996433137319936,"#iNFRAEnergia | Consórcio de especialistas vai estudar o melhor modelo de preços de energia no país, diz CCEE. Saiba mais em: https://t.co/o44G2Rvrdx 📸: CCEE

#AgênciaiNFRA #iNFRATransporte #Transporte #iNFRAEnergia #Energia #Infraestrutura #Brasil https://t.co/rAqUGxIsJn",815615313307959296,1522996433137319936,"{'urls': [{'start': 126, 'end': 149, 'url': 'https://t.co/o44G2Rvrdx', 'expanded_url': 'http://www.agenciainfra.com/blog/consorcio-de-especialistas-vai-estudar-o-melhor-modelo-de-precos-de-energia-no-pais-diz-ccee/', 'display_url': 'agenciainfra.com/blog/consorcio…'}, {'start': 249, 'end': 272, 'url': 'https://t.co/rAqUGxIsJn', 'expanded_url': 'https://twitter.com/agencia_infra/status/1522996433137319936/photo/1', 'display_url': 'pic.twitter.com/rAqUGxIsJn', 'media_key': '3_1522266701592735744'}], 'hashtags': [{'start': 0, 'end': 13, 'tag': 'iNFRAEnergia'}, {'start': 159, 'end': 172, 'tag': 'AgênciaiNFRA'}, {'start': 173, 'end': 189, 'tag': 'iNFRATransporte'}, {'start': 190, 'end': 201, 'tag': 'Transporte'}, {'start': 202, 'end': 215, 'tag': 'iNFRAEnergia'}, {'start': 216, 'end': 224, 'tag': 'Energia'}, {'start': 225, 'end': 240, 'tag': 'Infraestrutura'}, {'start': 241, 'end': 248, 'tag': 'Brasil'}]}",,pt,
1069,energia infraestrutura,1522970530873237505,"@bruno_seidl01 @andregdosantos @CamargoDireita Apoio alguém que governe para todos, sem divisão de direita vs esquerda. Desejo políticas públicas que invistam massivamente na sustentabilidade com uso de outras fontes de energia, educação integral/técnica, que investa em infraestrutura, que eleve a malha ferroviária etc...",1493334885007777796,1522701614120853507,"{'mentions': [{'start': 0, 'end': 14, 'username': 'bruno_seidl01', 'id': '1519786033784758276'}, {'start': 15, 'end': 30, 'username': 'andregdosantos', 'id': '3127783986'}, {'start': 31, 'end': 46, 'username': 'CamargoDireita', 'id': '1489189886670381056'}]}",,pt,[<ReferencedTweet id=1522967670982856707 type=replied_to]
1070,energia infraestrutura,1522939824755335168,"🇧🇷🇬🇾 Presidente brasileiro se reúne com presidente da Guiana em Georgetown; Bolsonaro e o presidente da Guiana, Mohamed Irfaan Ali, discutiram temas como comércio e investimentos, infraestrutura, energia e cooperação em defesa e segurança",1388145067592929284,1522939824755335168,"{'annotations': [{'start': 58, 'end': 63, 'probability': 0.4293, 'type': 'Place', 'normalized_text': 'Guiana'}, {'start': 68, 'end': 77, 'probability': 0.9257, 'type': 'Place', 'normalized_text': 'Georgetown'}, {'start': 80, 'end': 88, 'probability': 0.9992, 'type': 'Person', 'normalized_text': 'Bolsonaro'}, {'start': 108, 'end': 113, 'probability': 0.6509, 'type': 'Place', 'normalized_text': 'Guiana'}, {'start': 116, 'end': 133, 'probability': 0.755, 'type': 'Person', 'normalized_text': 'Mohamed Irfaan Ali'}]}",,pt,
1071,energia infraestrutura,1522808430666391552,"Na pauta do encontro discutiram-se temas prioritários da agenda bilateral como comércio, investimentos, infraestrutura, agricultura, energia e cooperação em defesa e segurança, além de questões das pautas regional e mundial. https://t.co/NqOxHNRcLi",47002181,1522808031196717057,"{'urls': [{'start': 225, 'end': 248, 'url': 'https://t.co/NqOxHNRcLi', 'expanded_url': 'https://twitter.com/fellipebambam/status/1522808430666391552/photo/1', 'display_url': 'pic.twitter.com/NqOxHNRcLi', 'media_key': '3_1522808189225422855'}, {'start': 225, 'end': 248, 'url': 'https://t.co/NqOxHNRcLi', 'expanded_url': 'https://twitter.com/fellipebambam/status/1522808430666391552/photo/1', 'display_url': 'pic.twitter.com/NqOxHNRcLi', 'media_key': '3_1522808337737433090'}, {'start': 225, 'end': 248, 'url': 'https://t.co/NqOxHNRcLi', 'expanded_url': 'https://twitter.com/fellipebambam/status/1522808430666391552/photo/1', 'display_url': 'pic.twitter.com/NqOxHNRcLi', 'media_key': '3_1522808369526067200'}, {'start': 225, 'end': 248, 'url': 'https://t.co/NqOxHNRcLi', 'expanded_url': 'https://twitter.com/fellipebambam/status/1522808430666391552/photo/1', 'display_url': 'pic.twitter.com/NqOxHNRcLi', 'media_key': '3_1522808417546653700'}]}",,pt,[<ReferencedTweet id=1522808031196717057 type=replied_to]
1072,energia infraestrutura,1522761444466511873,"Diferente de dinheiro sem lastro, que quase todas as economias do mundo emitem, gás, petróleo e energia não se conseguem da noite para o dia, de qualquer um. É coisa de anos desenvolver a infraestrutura necessária. Sem falar que o GNL é de 5 a 7 vezes mais caro que o gás russo.",18972886,1522710755832909826,,,pt,[<ReferencedTweet id=1522759725129113600 type=replied_to]
1073,energia infraestrutura,1522758423779106816,"O presidente Jair Bolsonaro chegou a Georgetown nesta manhã, onde se reunirá com o presidente da República Cooperativa da Guiana, Irfaan Ali, para discutir uma agenda bilateral nas áreas de comércio, investimentos, energia, infraestrutura, segurança, defesa e questões regionais. https://t.co/RppahWZIDg",1434703299916275712,1522758423779106816,"{'urls': [{'start': 280, 'end': 303, 'url': 'https://t.co/RppahWZIDg', 'expanded_url': 'https://twitter.com/Mito202275/status/1522758423779106816/video/1', 'display_url': 'pic.twitter.com/RppahWZIDg', 'media_key': '7_1522758384797294593'}], 'annotations': [{'start': 13, 'end': 26, 'probability': 0.9972, 'type': 'Person', 'normalized_text': 'Jair Bolsonaro'}, {'start': 37, 'end': 46, 'probability': 0.8289, 'type': 'Organization', 'normalized_text': 'Georgetown'}, {'start': 122, 'end': 127, 'probability': 0.7299, 'type': 'Place', 'normalized_text': 'Guiana'}, {'start': 130, 'end': 139, 'probability': 0.4206, 'type': 'Person', 'normalized_text': 'Irfaan Ali'}]}",,pt,
1074,energia infraestrutura,1522746033071140865,"Bolsonaro visita a Guiana a convite do presidente Mohamed Irfaan Ali para tratarem sobre comércio, infraestrutura, energia e cooperação em defesa e segurança. O intercâmbio entre Brasil e Guiana passou de US$ 58 milhões em 2020 para US$ 118,6 milhões, em 2021. Dobrou com folga!!!",2890740941,1522746033071140865,"{'annotations': [{'start': 0, 'end': 8, 'probability': 0.9984, 'type': 'Person', 'normalized_text': 'Bolsonaro'}, {'start': 19, 'end': 24, 'probability': 0.4124, 'type': 'Organization', 'normalized_text': 'Guiana'}, {'start': 50, 'end': 67, 'probability': 0.7911, 'type': 'Person', 'normalized_text': 'Mohamed Irfaan Ali'}, {'start': 179, 'end': 184, 'probability': 0.9539, 'type': 'Place', 'normalized_text': 'Brasil'}, {'start': 188, 'end': 193, 'probability': 0.5269, 'type': 'Place', 'normalized_text': 'Guiana'}]}",,pt,
1075,energia infraestrutura,1522723727825375234,"Brookfield Asset Management,

 é um fundo de investimentos canadense. Brookfield no Brasil tem, aproximadamente, R$ 40 bilhões em ativos sob gestão. A empresa opera em segmentos como: infraestrutura, energia renovável, imobiliário, recursos sustentáveis e private equity.",433576402,1522723727825375234,"{'annotations': [{'start': 0, 'end': 26, 'probability': 0.7653, 'type': 'Organization', 'normalized_text': 'Brookfield Asset Management'}, {'start': 84, 'end': 89, 'probability': 0.9912, 'type': 'Place', 'normalized_text': 'Brasil'}]}",,pt,
1076,energia infraestrutura,1522707821279723522,"Bolsonaro assina acordos na Guiana e elogia Petrobras: ""Gigante"".

Em Georgetown, ao lado do presidente Mohamed Irfaan Ali, Bolsonaro assinou acordos nas áreas de energia, comércio e investimentos, infraestrutura, defesa e segurança.
https://t.co/fuYzVyZ9Ar https://t.co/tZtfybKNuX",67150902,1522707821279723522,"{'urls': [{'start': 234, 'end': 257, 'url': 'https://t.co/fuYzVyZ9Ar', 'expanded_url': 'https://bit.ly/3wbUcbH', 'display_url': 'bit.ly/3wbUcbH'}, {'start': 258, 'end': 281, 'url': 'https://t.co/tZtfybKNuX', 'expanded_url': 'https://twitter.com/correio/status/1522707821279723522/photo/1', 'display_url': 'pic.twitter.com/tZtfybKNuX', 'media_key': '3_1522707812211638273'}], 'annotations': [{'start': 0, 'end': 8, 'probability': 0.9994, 'type': 'Person', 'normalized_text': 'Bolsonaro'}, {'start': 28, 'end': 33, 'probability': 0.7543, 'type': 'Place', 'normalized_text': 'Guiana'}, {'start': 44, 'end': 52, 'probability': 0.5215, 'type': 'Person', 'normalized_text': 'Petrobras'}, {'start': 70, 'end': 79, 'probability': 0.7126, 'type': 'Place', 'normalized_text': 'Georgetown'}, {'start': 104, 'end': 121, 'probability': 0.9433, 'type': 'Person', 'normalized_text': 'Mohamed Irfaan Ali'}, {'start': 124, 'end': 132, 'probability': 0.9993, 'type': 'Person', 'normalized_text': 'Bolsonaro'}]}",,pt,
1077,energia infraestrutura,1522706878744170496,"🇧🇷🤝🇬🇾| Jair M. Bolsonaro se encontrou com o Presidente da Guyana e teve inúmeros acordos firmados. Dentre ele foco foi em energia e infraestrutura, o país do norte quer integrar com o Brasil e comprar do Brasil, não só o país conta com o Brasil para se tornar o pólo do agro https://t.co/ZmrqvfvfMS",1459889926565240833,1522706878744170496,"{'urls': [{'start': 275, 'end': 298, 'url': 'https://t.co/ZmrqvfvfMS', 'expanded_url': 'https://twitter.com/Plgeo18/status/1522706878744170496/photo/1', 'display_url': 'pic.twitter.com/ZmrqvfvfMS', 'media_key': '3_1522706861014888448'}], 'annotations': [{'start': 12, 'end': 28, 'probability': 0.8144, 'type': 'Person', 'normalized_text': 'Jair M. Bolsonaro'}, {'start': 63, 'end': 68, 'probability': 0.9093, 'type': 'Place', 'normalized_text': 'Guyana'}, {'start': 189, 'end': 194, 'probability': 0.9951, 'type': 'Place', 'normalized_text': 'Brasil'}, {'start': 209, 'end': 214, 'probability': 0.9775, 'type': 'Place', 'normalized_text': 'Brasil'}, {'start': 243, 'end': 248, 'probability': 0.9833, 'type': 'Place', 'normalized_text': 'Brasil'}]}",,pt,
1078,energia infraestrutura,1522700011951296514,"Na pauta do encontro discutiram-se temas prioritários da agenda bilateral como comércio, investimentos, infraestrutura, agricultura, energia e cooperação em defesa e segurança, além de questões das pautas regional e mundial. https://t.co/BeGGKqCniz",44005522,1522700004795686912,"{'urls': [{'start': 225, 'end': 248, 'url': 'https://t.co/BeGGKqCniz', 'expanded_url': 'https://twitter.com/planalto/status/1522700011951296514/photo/1', 'display_url': 'pic.twitter.com/BeGGKqCniz', 'media_key': '3_1522699509821804544'}, {'start': 225, 'end': 248, 'url': 'https://t.co/BeGGKqCniz', 'expanded_url': 'https://twitter.com/planalto/status/1522700011951296514/photo/1', 'display_url': 'pic.twitter.com/BeGGKqCniz', 'media_key': '3_1522699510186713094'}, {'start': 225, 'end': 248, 'url': 'https://t.co/BeGGKqCniz', 'expanded_url': 'https://twitter.com/planalto/status/1522700011951296514/photo/1', 'display_url': 'pic.twitter.com/BeGGKqCniz', 'media_key': '3_1522699511054876672'}, {'start': 225, 'end': 248, 'url': 'https://t.co/BeGGKqCniz', 'expanded_url': 'https://twitter.com/planalto/status/1522700011951296514/photo/1', 'display_url': 'pic.twitter.com/BeGGKqCniz', 'media_key': '3_1522699511046582274'}]}",,pt,[<ReferencedTweet id=1522700004795686912 type=replied_to]
1079,energia infraestrutura,1522686633442783232,"Qual a relação entre eficiência energética e geração de energia? Entenda, neste conteúdo, a importância de investimentos em infraestrutura para melhoria da eficiência na geração. https://t.co/qjNzTOCyxF",1326718367953260544,1522686633442783232,"{'urls': [{'start': 179, 'end': 202, 'url': 'https://t.co/qjNzTOCyxF', 'expanded_url': 'http://marcosantoniogrecco.com.br/2022/05/06/a-geracao-de-energia-e-a-eficiencia-energetica/', 'display_url': 'marcosantoniogrecco.com.br/2022/05/06/a-g…'}]}",,pt,
1080,energia infraestrutura,1522683894260240386,"da Rússia é um trabalho árduo que levará anos para ser realizado, ou nunca.""

Apesar da África ter boas reservas de gás na Nigéria e Argélia, por exemplo, o principal obstáculo para explorar a energia local é superar a infraestrutura subdesenvolvida. 

Salameh explica que a UE https://t.co/yhE27uQQBy",1439547243007201281,1522683894260240386,"{'urls': [{'start': 278, 'end': 301, 'url': 'https://t.co/yhE27uQQBy', 'expanded_url': 'https://twitter.com/CarlosS08594935/status/1522683894260240386/photo/1', 'display_url': 'pic.twitter.com/yhE27uQQBy', 'media_key': '3_1522683891089354752'}], 'annotations': [{'start': 3, 'end': 8, 'probability': 0.9865, 'type': 'Place', 'normalized_text': 'Rússia'}, {'start': 88, 'end': 93, 'probability': 0.5163, 'type': 'Place', 'normalized_text': 'África'}, {'start': 123, 'end': 129, 'probability': 0.8825, 'type': 'Place', 'normalized_text': 'Nigéria'}, {'start': 133, 'end': 139, 'probability': 0.3742, 'type': 'Organization', 'normalized_text': 'Argélia'}, {'start': 253, 'end': 259, 'probability': 0.6542, 'type': 'Person', 'normalized_text': 'Salameh'}]}",,pt,
1081,energia infraestrutura,1522669521399603201,"@EduMSJr @zueironation @jairbolsonaro Vai incentivar carros elétricos como se a infraestrutura de produção de energia não mantém estabilidade nem em imóveis poh, quanto mais ter fornecimento de energia pra recarga de baterias de veículos.",973069759561519104,1522520663906529282,"{'mentions': [{'start': 0, 'end': 8, 'username': 'EduMSJr', 'id': '1517560893248348160'}, {'start': 9, 'end': 22, 'username': 'zueironation', 'id': '156670852'}, {'start': 23, 'end': 37, 'username': 'jairbolsonaro', 'id': '128372940'}]}",,pt,[<ReferencedTweet id=1522587645985140739 type=replied_to]
1082,energia infraestrutura,1522663237766029312,"#iNFRATransporte | DER-SP sai na frente e permite reequilíbrios em obras por aumento de insumos. DNIT segue indefinido. Saiba mais em: https://t.co/A8J0fPBCT0 📸: DNIT

#AgênciaiNFRA #iNFRATransporte #Transporte #iNFRAEnergia #Energia #Infraestrutura #Brasil https://t.co/4dX3oh6Z9n",815615313307959296,1522663237766029312,"{'urls': [{'start': 135, 'end': 158, 'url': 'https://t.co/A8J0fPBCT0', 'expanded_url': 'http://www.agenciainfra.com/blog/der-sp-sai-na-frente-e-permite-reequilibrios-em-obras-por-aumento-de-insumos-dnit-segue-indefinido/', 'display_url': 'agenciainfra.com/blog/der-sp-sa…'}, {'start': 258, 'end': 281, 'url': 'https://t.co/4dX3oh6Z9n', 'expanded_url': 'https://twitter.com/agencia_infra/status/1522663237766029312/photo/1', 'display_url': 'pic.twitter.com/4dX3oh6Z9n', 'media_key': '3_1521933662253690882'}], 'hashtags': [{'start': 0, 'end': 16, 'tag': 'iNFRATransporte'}, {'start': 168, 'end': 181, 'tag': 'AgênciaiNFRA'}, {'start': 182, 'end': 198, 'tag': 'iNFRATransporte'}, {'start': 199, 'end': 210, 'tag': 'Transporte'}, {'start': 211, 'end': 224, 'tag': 'iNFRAEnergia'}, {'start': 225, 'end': 233, 'tag': 'Energia'}, {'start': 234, 'end': 249, 'tag': 'Infraestrutura'}, {'start': 250, 'end': 257, 'tag': 'Brasil'}]}",,pt,
1083,energia infraestrutura,1522657885754474496,"Em viagem à Guiana, o presidente Jair Bolsonaro elogiou a parceria do país com o Brasil, com destaque para os setores de energia e infraestrutura. 

#BandNewsTV https://t.co/eQpLKL71Uh",64851983,1522657885754474496,"{'urls': [{'start': 161, 'end': 184, 'url': 'https://t.co/eQpLKL71Uh', 'expanded_url': 'https://twitter.com/bandnewstv/status/1522657885754474496/video/1', 'display_url': 'pic.twitter.com/eQpLKL71Uh', 'media_key': '13_1522657747325575176'}], 'annotations': [{'start': 12, 'end': 17, 'probability': 0.8628, 'type': 'Place', 'normalized_text': 'Guiana'}, {'start': 33, 'end': 46, 'probability': 0.9966, 'type': 'Person', 'normalized_text': 'Jair Bolsonaro'}, {'start': 81, 'end': 86, 'probability': 0.9765, 'type': 'Place', 'normalized_text': 'Brasil'}], 'hashtags': [{'start': 149, 'end': 160, 'tag': 'BandNewsTV'}]}",,pt,
1084,energia infraestrutura,1522653660341280769,"COMISSÃO VAI DEBATER PROJETO RELATADO POR PORTINHO QUE REGULAMENTA USINAS ELÉTRICAS NO MAR

A Comissão de Infraestrutura do Senado promove audiência pública para discutir o PL do marco regulatório da exploração de energia na costa brasileira.

Leia mais: https://t.co/U7yvBBo0od https://t.co/RqMbagBSKr",77016360,1522653660341280769,"{'urls': [{'start': 255, 'end': 278, 'url': 'https://t.co/U7yvBBo0od', 'expanded_url': 'https://cutt.ly/IG0pJA8', 'display_url': 'cutt.ly/IG0pJA8'}, {'start': 279, 'end': 302, 'url': 'https://t.co/RqMbagBSKr', 'expanded_url': 'https://twitter.com/plnacional_/status/1522653660341280769/photo/1', 'display_url': 'pic.twitter.com/RqMbagBSKr', 'media_key': '3_1522653650748903429'}], 'annotations': [{'start': 124, 'end': 129, 'probability': 0.7166, 'type': 'Organization', 'normalized_text': 'Senado'}]}",,pt,
1085,energia infraestrutura,1522649551131324420,"Governo do Brasil
O presidente Jair Bolsonaro chegou a Georgetown nesta manhã, onde se reunirá com o presidente da República Cooperativa da Guiana, Irfaan Ali, para discutir uma agenda bilateral nas áreas de comércio, investimentos, energia, infraestrutura, segurança, defesa https://t.co/3RI3NdXLUJ",1176226500607193091,1522649551131324420,"{'urls': [{'start': 276, 'end': 299, 'url': 'https://t.co/3RI3NdXLUJ', 'expanded_url': 'https://twitter.com/govbrazil/status/1522608517835800577', 'display_url': 'twitter.com/govbrazil/stat…'}], 'annotations': [{'start': 11, 'end': 16, 'probability': 0.9555, 'type': 'Place', 'normalized_text': 'Brasil'}, {'start': 31, 'end': 44, 'probability': 0.9974, 'type': 'Person', 'normalized_text': 'Jair Bolsonaro'}, {'start': 55, 'end': 64, 'probability': 0.8262, 'type': 'Organization', 'normalized_text': 'Georgetown'}, {'start': 140, 'end': 145, 'probability': 0.7341, 'type': 'Place', 'normalized_text': 'Guiana'}, {'start': 148, 'end': 157, 'probability': 0.4082, 'type': 'Person', 'normalized_text': 'Irfaan Ali'}]}",,pt,[<ReferencedTweet id=1522608517835800577 type=quoted]
1086,energia infraestrutura,1522643603088195584,"@govbrazil O presidente Jair Bolsonaro chegou a Georgetown nesta manhã, onde se reunirá com o presidente da República Cooperativa da Guiana, Irfaan Ali, para discutir uma agenda bilateral nas áreas de comércio, investimentos, energia, infraestrutura, segurança, defesa e questões regionais.",522631362,1522608517835800577,"{'mentions': [{'start': 0, 'end': 10, 'username': 'govbrazil', 'id': '126397246'}], 'annotations': [{'start': 24, 'end': 37, 'probability': 0.9969, 'type': 'Person', 'normalized_text': 'Jair Bolsonaro'}, {'start': 48, 'end': 57, 'probability': 0.8264, 'type': 'Organization', 'normalized_text': 'Georgetown'}, {'start': 133, 'end': 138, 'probability': 0.7373, 'type': 'Place', 'normalized_text': 'Guiana'}, {'start': 141, 'end': 150, 'probability': 0.4151, 'type': 'Person', 'normalized_text': 'Irfaan Ali'}]}",,pt,[<ReferencedTweet id=1522608517835800577 type=replied_to]
1087,energia infraestrutura,1522638575426101249,"#iNFRATransporte | ""Só investimento público não funciona. Só privado não existe"", diz presidente do @BNDES. Saiba mais em: https://t.co/3LDcXst1OR 📸: Agência Brasil

#AgênciaiNFRA #iNFRATransporte #Transporte #iNFRAEnergia #Energia #Infraestrutura #Brasil https://t.co/AwEWYWbfdC",815615313307959296,1522638575426101249,"{'mentions': [{'start': 100, 'end': 106, 'username': 'bndes', 'id': '129892683'}], 'urls': [{'start': 123, 'end': 146, 'url': 'https://t.co/3LDcXst1OR', 'expanded_url': 'http://www.agenciainfra.com/blog/so-investimento-publico-nao-funciona-so-privado-nao-existe-diz-presidente-do-bndes/', 'display_url': 'agenciainfra.com/blog/so-invest…'}, {'start': 256, 'end': 279, 'url': 'https://t.co/AwEWYWbfdC', 'expanded_url': 'https://twitter.com/agencia_infra/status/1522638575426101249/photo/1', 'display_url': 'pic.twitter.com/AwEWYWbfdC', 'media_key': '3_1521184058071568384'}], 'hashtags': [{'start': 0, 'end': 16, 'tag': 'iNFRATransporte'}, {'start': 166, 'end': 179, 'tag': 'AgênciaiNFRA'}, {'start': 180, 'end': 196, 'tag': 'iNFRATransporte'}, {'start': 197, 'end': 208, 'tag': 'Transporte'}, {'start': 209, 'end': 222, 'tag': 'iNFRAEnergia'}, {'start': 223, 'end': 231, 'tag': 'Energia'}, {'start': 232, 'end': 247, 'tag': 'Infraestrutura'}, {'start': 248, 'end': 255, 'tag': 'Brasil'}]}",,pt,
